"","Sex","Age","Household Type","District","House_Clothes","Cooking","Shopping","Admin","Repairs","Childcare","Elderly_care","Other_care","House_Clothes_Help","Cooking_Help","Shopping_Help","Admin_Help","Repairs_Help","Childcare_Help","Elderly_care_Help","Other_care_Help","Overall_chores"
"3048","Female",76,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Both","Both","Man",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"3049","Male",60,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"3050","Male",59,"Couple without children","Distrito de Puente de Vallecas","Both","Woman","Both","Woman","Man",NA,NA,"Man","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"3051","Female",85,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Both","None","None",NA,"None","None","No help","No help","No help","Unpaid help","No help","No answer","No help","No help","None"
"3052","Male",79,"Couple without children","Distrito de Puente de Vallecas","None","None","None","None","None",NA,"None","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","None"
"3053","Female",52,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Woman","Woman","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"3054","Male",62,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Both","Both","None",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"3055","Female",75,"Couple without children","Distrito de Puente de Vallecas","Both","Woman","Both","Man","Man",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Man"
"3056","Male",80,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Man","None",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","None"
"3057","Male",60,"Couple without children","Distrito de Puente de Vallecas","Both","Woman","Both","Both","Man",NA,NA,"Man","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"3058","Male",67,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"3059","Male",87,"Couple without children","Distrito de Puente de Vallecas","Both","Woman","Woman","None","None",NA,"None","None","No help","No help","No help","Unpaid help","Unpaid help","No answer","No help","No help","None"
"3060","Male",79,"Couple without children","Distrito de Puente de Vallecas","Both","Woman","Both","Both","None",NA,"None","None","Unpaid help","Unpaid help","Unpaid help","Unpaid help","Paid help","No answer","No help","No help","None"
"3061","Male",85,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","Both",NA,"Both","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"3062","Female",79,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Both","Man","Man",NA,"None","None","Paid help","No help","Unpaid help","No help","No help","No answer","No help","No help","Man"
"3063","Female",84,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Woman","Woman","Woman",NA,"Woman","Woman","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"3064","Female",64,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"3065","Female",60,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Woman","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"3066","Female",72,"Couple without children","Distrito de Puente de Vallecas","Man","Woman","Man","Man","None",NA,"None","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","None"
"3067","Female",78,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Both","Both","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"3068","Female",87,"Couple without children","Distrito de Puente de Vallecas","None","Both","Man","None","None",NA,"None","None","Paid help","No help","No help","Unpaid help","No help","No answer","No help","No help","None"
"3069","Female",65,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Woman","Both","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"3070","Female",64,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Both","Both","Both",NA,"Both","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"3071","Female",74,"Couple without children","Distrito de Puente de Vallecas","Both","Woman","Both","Both","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"3072","Male",71,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"3073","Female",64,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"3074","Male",85,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Woman","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"3075","Female",60,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","None",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"3076","Male",69,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Man","None","Man",NA,"Woman","Woman","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"3077","Female",50,"Couple without children","Distrito de Puente de Vallecas","Both","Woman","Both","Man","Man",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"3078","Female",77,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"3079","Female",44,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"3080","Male",77,"Couple without children","Distrito de Puente de Vallecas","None","None","None","None","None",NA,"None","None","Paid help","Unpaid help","Unpaid help","Unpaid help","Unpaid help","No answer","Unpaid help","Unpaid help","None"
"3081","Male",80,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Woman","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"3082","Male",73,"Couple without children","Distrito de Puente de Vallecas","Both","Woman","Man","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"3083","Female",66,"Couple without children","Distrito de Puente de Vallecas","Both","Woman","Both","Man","Woman",NA,"None","None","Paid help","No help","No help","No help","Unpaid help","No answer","No help","No help","Woman"
"3084","Male",66,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"3085","Male",62,"Couple without children","Distrito de Puente de Vallecas","Both","Woman","Man","Both","Man",NA,NA,"Man","No help","No help","No help","No help","No help","No answer","No answer","No help","Man"
"3086","Female",76,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","None","None",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","None"
"3087","Male",80,"Couple without children","Distrito de Puente de Vallecas","Both","Woman","Man","Both","None",NA,"None","None","Unpaid help","Unpaid help","Unpaid help","Unpaid help","Paid help","No answer","Unpaid help","No help","None"
"3088","Male",81,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","Man",NA,"Man","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"3089","Female",63,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"3090","Male",70,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"3091","Male",80,"Couple without children","Distrito de Puente de Vallecas","Woman","Man","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"3092","Male",64,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Man","Woman","Woman",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"3093","Male",82,"Couple without children","Distrito de Puente de Vallecas","Both","Woman","Both","Man","None",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","None"
"3094","Male",75,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"3095","Male",73,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Woman","Man","Man",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Woman"
"3096","Male",30,"Couple without children","Distrito de Puente de Vallecas","Both","Both","Both","Man","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"3097","Male",77,"Couple without children","Distrito de Puente de Vallecas","Woman","Woman","Woman","Both","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
